INSURANCE,State,Region,AGECAT2,Age,Race,Gender,DEMENTIACAT,Count
FFS,AL,South,0-64,<65,White,Male,Highly Likely,34471
FFS,AL,South,0-64,<65,White,Female,Highly Likely,32749
FFS,AL,South,0-64,<65,Black,Male,Highly Likely,20772
FFS,AL,South,0-64,<65,Black,Female,Highly Likely,18296
FFS,AL,South,0-64,<65,Hispanic,Male,Highly Likely,145
FFS,AL,South,0-64,<65,Hispanic,Female,Highly Likely,87
FFS,AL,South,0-64,<65,Asian,Male,Highly Likely,186
FFS,AL,South,0-64,<65,Asian,Female,Highly Likely,206
FFS,AL,South,0-64,<65,Other,Male,Highly Likely,604
FFS,AL,South,0-64,<65,Other,Female,Highly Likely,723
FFS,AL,South,0-64,<65,AI/AN,Male,Highly Likely,117
FFS,AL,South,0-64,<65,AI/AN,Female,Highly Likely,89
FFS,AL,South,65+,65-69,White,Male,Highly Likely,50282
FFS,AL,South,65+,65-69,White,Female,Highly Likely,51917
FFS,AL,South,65+,65-69,Black,Male,Highly Likely,12866
FFS,AL,South,65+,65-69,Black,Female,Highly Likely,12891
FFS,AL,South,65+,65-69,Hispanic,Male,Highly Likely,115
FFS,AL,South,65+,65-69,Hispanic,Female,Highly Likely,188
FFS,AL,South,65+,65-69,Asian,Male,Highly Likely,412
FFS,AL,South,65+,65-69,Asian,Female,Highly Likely,641
FFS,AL,South,65+,65-69,Other,Male,Highly Likely,723
FFS,AL,South,65+,65-69,Other,Female,Highly Likely,688
FFS,AL,South,65+,65-69,AI/AN,Male,Highly Likely,56
FFS,AL,South,65+,65-69,AI/AN,Female,Highly Likely,48
FFS,AL,South,65+,70-74,White,Male,Highly Likely,50257
FFS,AL,South,65+,70-74,White,Female,Highly Likely,54242
FFS,AL,South,65+,70-74,Black,Male,Highly Likely,9383
FFS,AL,South,65+,70-74,Black,Female,Highly Likely,9557
FFS,AL,South,65+,70-74,Hispanic,Male,Highly Likely,181
FFS,AL,South,65+,70-74,Hispanic,Female,Highly Likely,268
FFS,AL,South,65+,70-74,Asian,Male,Highly Likely,387
FFS,AL,South,65+,70-74,Asian,Female,Highly Likely,582
FFS,AL,South,65+,70-74,Other,Male,Highly Likely,578
FFS,AL,South,65+,70-74,Other,Female,Highly Likely,515
FFS,AL,South,65+,70-74,AI/AN,Male,Highly Likely,39
FFS,AL,South,65+,70-74,AI/AN,Female,Highly Likely,54
FFS,AL,South,65+,75-79,White,Male,Highly Likely,32531
FFS,AL,South,65+,75-79,White,Female,Highly Likely,39221
FFS,AL,South,65+,75-79,Black,Male,Highly Likely,4543
FFS,AL,South,65+,75-79,Black,Female,Highly Likely,5317
FFS,AL,South,65+,75-79,Hispanic,Male,Highly Likely,186
FFS,AL,South,65+,75-79,Hispanic,Female,Highly Likely,186
FFS,AL,South,65+,75-79,Asian,Male,Highly Likely,183
FFS,AL,South,65+,75-79,Asian,Female,Highly Likely,290
FFS,AL,South,65+,75-79,Other,Male,Highly Likely,316
FFS,AL,South,65+,75-79,Other,Female,Highly Likely,320
FFS,AL,South,65+,75-79,AI/AN,Male,Highly Likely,28
FFS,AL,South,65+,75-79,AI/AN,Female,Highly Likely,37
FFS,AL,South,65+,80-84,White,Male,Highly Likely,22059
FFS,AL,South,65+,80-84,White,Female,Highly Likely,30436
FFS,AL,South,65+,80-84,Black,Male,Highly Likely,2485
FFS,AL,South,65+,80-84,Black,Female,Highly Likely,3756
FFS,AL,South,65+,80-84,Hispanic,Male,Highly Likely,89
FFS,AL,South,65+,80-84,Hispanic,Female,Highly Likely,96
FFS,AL,South,65+,80-84,Asian,Male,Highly Likely,110
FFS,AL,South,65+,80-84,Asian,Female,Highly Likely,154
FFS,AL,South,65+,80-84,Other,Male,Highly Likely,167
FFS,AL,South,65+,80-84,Other,Female,Highly Likely,199
FFS,AL,South,65+,80-84,AI/AN,Male,Highly Likely,
FFS,AL,South,65+,80-84,AI/AN,Female,Highly Likely,
FFS,AL,South,65+,85+,White,Male,Highly Likely,18840
FFS,AL,South,65+,85+,White,Female,Highly Likely,34469
FFS,AL,South,65+,85+,Black,Male,Highly Likely,2296
FFS,AL,South,65+,85+,Black,Female,Highly Likely,5148
FFS,AL,South,65+,85+,Hispanic,Male,Highly Likely,44
FFS,AL,South,65+,85+,Hispanic,Female,Highly Likely,79
FFS,AL,South,65+,85+,Asian,Male,Highly Likely,61
FFS,AL,South,65+,85+,Asian,Female,Highly Likely,163
FFS,AL,South,65+,85+,Other,Male,Highly Likely,147
FFS,AL,South,65+,85+,Other,Female,Highly Likely,211
FFS,AL,South,65+,85+,AI/AN,Male,Highly Likely,
FFS,AL,South,65+,85+,AI/AN,Female,Highly Likely,
FFS,AK,West,0-64,<65,White,Male,Highly Likely,3877
FFS,AK,West,0-64,<65,White,Female,Highly Likely,3203
FFS,AK,West,0-64,<65,Black,Male,Highly Likely,
FFS,AK,West,0-64,<65,Black,Female,Highly Likely,
FFS,AK,West,0-64,<65,Hispanic,Male,Highly Likely,
FFS,AK,West,0-64,<65,Hispanic,Female,Highly Likely,
FFS,AK,West,0-64,<65,Asian,Male,Highly Likely,
FFS,AK,West,0-64,<65,Asian,Female,Highly Likely,
FFS,AK,West,0-64,<65,Other,Male,Highly Likely,
FFS,AK,West,0-64,<65,Other,Female,Highly Likely,
FFS,AK,West,0-64,<65,AI/AN,Male,Highly Likely,
FFS,AK,West,0-64,<65,AI/AN,Female,Highly Likely,
FFS,AK,West,65+,65-69,White,Male,Highly Likely,11679
FFS,AK,West,65+,65-69,White,Female,Highly Likely,10678
FFS,AK,West,65+,65-69,Black,Male,Highly Likely,
FFS,AK,West,65+,65-69,Black,Female,Highly Likely,
FFS,AK,West,65+,65-69,Hispanic,Male,Highly Likely,
FFS,AK,West,65+,65-69,Hispanic,Female,Highly Likely,
FFS,AK,West,65+,65-69,Asian,Male,Highly Likely,
FFS,AK,West,65+,65-69,Asian,Female,Highly Likely,
FFS,AK,West,65+,65-69,Other,Male,Highly Likely,
FFS,AK,West,65+,65-69,Other,Female,Highly Likely,
FFS,AK,West,65+,65-69,AI/AN,Male,Highly Likely,
FFS,AK,West,65+,65-69,AI/AN,Female,Highly Likely,
FFS,AK,West,65+,70-74,White,Male,Highly Likely,10481
FFS,AK,West,65+,70-74,White,Female,Highly Likely,9300
FFS,AK,West,65+,70-74,Black,Male,Highly Likely,
FFS,AK,West,65+,70-74,Black,Female,Highly Likely,
FFS,AK,West,65+,70-74,Hispanic,Male,Highly Likely,
FFS,AK,West,65+,70-74,Hispanic,Female,Highly Likely,
FFS,AK,West,65+,70-74,Asian,Male,Highly Likely,406
FFS,AK,West,65+,70-74,Asian,Female,Highly Likely,578
FFS,AK,West,65+,70-74,Other,Male,Highly Likely,345
FFS,AK,West,65+,70-74,Other,Female,Highly Likely,371
FFS,AK,West,65+,70-74,AI/AN,Male,Highly Likely,
FFS,AK,West,65+,70-74,AI/AN,Female,Highly Likely,
FFS,AK,West,65+,75-79,White,Male,Highly Likely,6357
FFS,AK,West,65+,75-79,White,Female,Highly Likely,5805
FFS,AK,West,65+,75-79,Black,Male,Highly Likely,
FFS,AK,West,65+,75-79,Black,Female,Highly Likely,
FFS,AK,West,65+,75-79,Hispanic,Male,Highly Likely,
FFS,AK,West,65+,75-79,Hispanic,Female,Highly Likely,
FFS,AK,West,65+,75-79,Asian,Male,Highly Likely,
FFS,AK,West,65+,75-79,Asian,Female,Highly Likely,
FFS,AK,West,65+,75-79,Other,Male,Highly Likely,
FFS,AK,West,65+,75-79,Other,Female,Highly Likely,
FFS,AK,West,65+,75-79,AI/AN,Male,Highly Likely,
FFS,AK,West,65+,75-79,AI/AN,Female,Highly Likely,
FFS,AK,West,65+,80-84,White,Male,Highly Likely,3219
FFS,AK,West,65+,80-84,White,Female,Highly Likely,3194
FFS,AK,West,65+,80-84,Black,Male,Highly Likely,
FFS,AK,West,65+,80-84,Black,Female,Highly Likely,
FFS,AK,West,65+,80-84,Hispanic,Male,Highly Likely,
FFS,AK,West,65+,80-84,Hispanic,Female,Highly Likely,
FFS,AK,West,65+,80-84,Asian,Male,Highly Likely,
FFS,AK,West,65+,80-84,Asian,Female,Highly Likely,
FFS,AK,West,65+,80-84,Other,Male,Highly Likely,
FFS,AK,West,65+,80-84,Other,Female,Highly Likely,
FFS,AK,West,65+,80-84,AI/AN,Male,Highly Likely,
FFS,AK,West,65+,80-84,AI/AN,Female,Highly Likely,
FFS,AK,West,65+,85+,White,Male,Highly Likely,2298
FFS,AK,West,65+,85+,White,Female,Highly Likely,3124
FFS,AK,West,65+,85+,Black,Male,Highly Likely,
FFS,AK,West,65+,85+,Black,Female,Highly Likely,
FFS,AK,West,65+,85+,Hispanic,Male,Highly Likely,
FFS,AK,West,65+,85+,Hispanic,Female,Highly Likely,
FFS,AK,West,65+,85+,Asian,Male,Highly Likely,
FFS,AK,West,65+,85+,Asian,Female,Highly Likely,
FFS,AK,West,65+,85+,Other,Male,Highly Likely,
FFS,AK,West,65+,85+,Other,Female,Highly Likely,
FFS,AK,West,65+,85+,AI/AN,Male,Highly Likely,
FFS,AK,West,65+,85+,AI/AN,Female,Highly Likely,
FFS,AZ,West,0-64,<65,White,Male,Highly Likely,22891
FFS,AZ,West,0-64,<65,White,Female,Highly Likely,19076
FFS,AZ,West,0-64,<65,Black,Male,Highly Likely,2781
FFS,AZ,West,0-64,<65,Black,Female,Highly Likely,2157
FFS,AZ,West,0-64,<65,Hispanic,Male,Highly Likely,304
FFS,AZ,West,0-64,<65,Hispanic,Female,Highly Likely,204
FFS,AZ,West,0-64,<65,Asian,Male,Highly Likely,518
FFS,AZ,West,0-64,<65,Asian,Female,Highly Likely,521
FFS,AZ,West,0-64,<65,Other,Male,Highly Likely,6784
FFS,AZ,West,0-64,<65,Other,Female,Highly Likely,5126
FFS,AZ,West,0-64,<65,AI/AN,Male,Highly Likely,2944
FFS,AZ,West,0-64,<65,AI/AN,Female,Highly Likely,2414
FFS,AZ,West,65+,65-69,White,Male,Highly Likely,75812
FFS,AZ,West,65+,65-69,White,Female,Highly Likely,83080
FFS,AZ,West,65+,65-69,Black,Male,Highly Likely,2909
FFS,AZ,West,65+,65-69,Black,Female,Highly Likely,2569
FFS,AZ,West,65+,65-69,Hispanic,Male,Highly Likely,857
FFS,AZ,West,65+,65-69,Hispanic,Female,Highly Likely,1143
FFS,AZ,West,65+,65-69,Asian,Male,Highly Likely,1549
FFS,AZ,West,65+,65-69,Asian,Female,Highly Likely,2350
FFS,AZ,West,65+,65-69,Other,Male,Highly Likely,10937
FFS,AZ,West,65+,65-69,Other,Female,Highly Likely,10294
FFS,AZ,West,65+,65-69,AI/AN,Male,Highly Likely,2511
FFS,AZ,West,65+,65-69,AI/AN,Female,Highly Likely,3322
FFS,AZ,West,65+,70-74,White,Male,Highly Likely,83454
FFS,AZ,West,65+,70-74,White,Female,Highly Likely,88273
FFS,AZ,West,65+,70-74,Black,Male,Highly Likely,2343
FFS,AZ,West,65+,70-74,Black,Female,Highly Likely,2047
FFS,AZ,West,65+,70-74,Hispanic,Male,Highly Likely,654
FFS,AZ,West,65+,70-74,Hispanic,Female,Highly Likely,900
FFS,AZ,West,65+,70-74,Asian,Male,Highly Likely,1269
FFS,AZ,West,65+,70-74,Asian,Female,Highly Likely,1918
FFS,AZ,West,65+,70-74,Other,Male,Highly Likely,9121
FFS,AZ,West,65+,70-74,Other,Female,Highly Likely,7735
FFS,AZ,West,65+,70-74,AI/AN,Male,Highly Likely,2894
FFS,AZ,West,65+,70-74,AI/AN,Female,Highly Likely,3722
FFS,AZ,West,65+,75-79,White,Male,Highly Likely,57124
FFS,AZ,West,65+,75-79,White,Female,Highly Likely,58834
FFS,AZ,West,65+,75-79,Black,Male,Highly Likely,1178
FFS,AZ,West,65+,75-79,Black,Female,Highly Likely,1113
FFS,AZ,West,65+,75-79,Hispanic,Male,Highly Likely,549
FFS,AZ,West,65+,75-79,Hispanic,Female,Highly Likely,623
FFS,AZ,West,65+,75-79,Asian,Male,Highly Likely,742
FFS,AZ,West,65+,75-79,Asian,Female,Highly Likely,964
FFS,AZ,West,65+,75-79,Other,Male,Highly Likely,4900
FFS,AZ,West,65+,75-79,Other,Female,Highly Likely,4292
FFS,AZ,West,65+,75-79,AI/AN,Male,Highly Likely,1679
FFS,AZ,West,65+,75-79,AI/AN,Female,Highly Likely,2432
FFS,AZ,West,65+,80-84,White,Male,Highly Likely,34066
FFS,AZ,West,65+,80-84,White,Female,Highly Likely,36303
FFS,AZ,West,65+,80-84,Black,Male,Highly Likely,724
FFS,AZ,West,65+,80-84,Black,Female,Highly Likely,725
FFS,AZ,West,65+,80-84,Hispanic,Male,Highly Likely,280
FFS,AZ,West,65+,80-84,Hispanic,Female,Highly Likely,309
FFS,AZ,West,65+,80-84,Asian,Male,Highly Likely,433
FFS,AZ,West,65+,80-84,Asian,Female,Highly Likely,585
FFS,AZ,West,65+,80-84,Other,Male,Highly Likely,2733
FFS,AZ,West,65+,80-84,Other,Female,Highly Likely,2582
FFS,AZ,West,65+,80-84,AI/AN,Male,Highly Likely,1105
FFS,AZ,West,65+,80-84,AI/AN,Female,Highly Likely,1712
FFS,AZ,West,65+,85+,White,Male,Highly Likely,27102
FFS,AZ,West,65+,85+,White,Female,Highly Likely,37072
FFS,AZ,West,65+,85+,Black,Male,Highly Likely,524
FFS,AZ,West,65+,85+,Black,Female,Highly Likely,705
FFS,AZ,West,65+,85+,Hispanic,Male,Highly Likely,163
FFS,AZ,West,65+,85+,Hispanic,Female,Highly Likely,254
FFS,AZ,West,65+,85+,Asian,Male,Highly Likely,318
FFS,AZ,West,65+,85+,Asian,Female,Highly Likely,601
FFS,AZ,West,65+,85+,Other,Male,Highly Likely,2234
FFS,AZ,West,65+,85+,Other,Female,Highly Likely,2524
FFS,AZ,West,65+,85+,AI/AN,Male,Highly Likely,921
FFS,AZ,West,65+,85+,AI/AN,Female,Highly Likely,1621
FFS,AR,South,0-64,<65,White,Male,Highly Likely,29824
FFS,AR,South,0-64,<65,White,Female,Highly Likely,26022
FFS,AR,South,0-64,<65,Black,Male,Highly Likely,8927
FFS,AR,South,0-64,<65,Black,Female,Highly Likely,7925
FFS,AR,South,0-64,<65,Hispanic,Male,Highly Likely,119
FFS,AR,South,0-64,<65,Hispanic,Female,Highly Likely,57
FFS,AR,South,0-64,<65,Asian,Male,Highly Likely,223
FFS,AR,South,0-64,<65,Asian,Female,Highly Likely,250
FFS,AR,South,0-64,<65,Other,Male,Highly Likely,889
FFS,AR,South,0-64,<65,Other,Female,Highly Likely,960
FFS,AR,South,0-64,<65,AI/AN,Male,Highly Likely,311
FFS,AR,South,0-64,<65,AI/AN,Female,Highly Likely,265
FFS,AR,South,65+,65-69,White,Male,Highly Likely,41420
FFS,AR,South,65+,65-69,White,Female,Highly Likely,45197
FFS,AR,South,65+,65-69,Black,Male,Highly Likely,5619
FFS,AR,South,65+,65-69,Black,Female,Highly Likely,5838
FFS,AR,South,65+,65-69,Hispanic,Male,Highly Likely,111
FFS,AR,South,65+,65-69,Hispanic,Female,Highly Likely,139
FFS,AR,South,65+,65-69,Asian,Male,Highly Likely,367
FFS,AR,South,65+,65-69,Asian,Female,Highly Likely,523
FFS,AR,South,65+,65-69,Other,Male,Highly Likely,1007
FFS,AR,South,65+,65-69,Other,Female,Highly Likely,947
FFS,AR,South,65+,65-69,AI/AN,Male,Highly Likely,109
FFS,AR,South,65+,65-69,AI/AN,Female,Highly Likely,149
FFS,AR,South,65+,70-74,White,Male,Highly Likely,43707
FFS,AR,South,65+,70-74,White,Female,Highly Likely,48271
FFS,AR,South,65+,70-74,Black,Male,Highly Likely,4092
FFS,AR,South,65+,70-74,Black,Female,Highly Likely,4547
FFS,AR,South,65+,70-74,Hispanic,Male,Highly Likely,171
FFS,AR,South,65+,70-74,Hispanic,Female,Highly Likely,180
FFS,AR,South,65+,70-74,Asian,Male,Highly Likely,313
FFS,AR,South,65+,70-74,Asian,Female,Highly Likely,408
FFS,AR,South,65+,70-74,Other,Male,Highly Likely,813
FFS,AR,South,65+,70-74,Other,Female,Highly Likely,771
FFS,AR,South,65+,70-74,AI/AN,Male,Highly Likely,161
FFS,AR,South,65+,70-74,AI/AN,Female,Highly Likely,179
FFS,AR,South,65+,75-79,White,Male,Highly Likely,29934
FFS,AR,South,65+,75-79,White,Female,Highly Likely,35370
FFS,AR,South,65+,75-79,Black,Male,Highly Likely,2039
FFS,AR,South,65+,75-79,Black,Female,Highly Likely,2498
FFS,AR,South,65+,75-79,Hispanic,Male,Highly Likely,148
FFS,AR,South,65+,75-79,Hispanic,Female,Highly Likely,142
FFS,AR,South,65+,75-79,Asian,Male,Highly Likely,155
FFS,AR,South,65+,75-79,Asian,Female,Highly Likely,216
FFS,AR,South,65+,75-79,Other,Male,Highly Likely,443
FFS,AR,South,65+,75-79,Other,Female,Highly Likely,429
FFS,AR,South,65+,75-79,AI/AN,Male,Highly Likely,96
FFS,AR,South,65+,75-79,AI/AN,Female,Highly Likely,111
FFS,AR,South,65+,80-84,White,Male,Highly Likely,19379
FFS,AR,South,65+,80-84,White,Female,Highly Likely,25095
FFS,AR,South,65+,80-84,Black,Male,Highly Likely,1086
FFS,AR,South,65+,80-84,Black,Female,Highly Likely,1709
FFS,AR,South,65+,80-84,Hispanic,Male,Highly Likely,
FFS,AR,South,65+,80-84,Hispanic,Female,Highly Likely,
FFS,AR,South,65+,80-84,Asian,Male,Highly Likely,88
FFS,AR,South,65+,80-84,Asian,Female,Highly Likely,146
FFS,AR,South,65+,80-84,Other,Male,Highly Likely,250
FFS,AR,South,65+,80-84,Other,Female,Highly Likely,237
FFS,AR,South,65+,80-84,AI/AN,Male,Highly Likely,
FFS,AR,South,65+,80-84,AI/AN,Female,Highly Likely,
FFS,AR,South,65+,85+,White,Male,Highly Likely,16062
FFS,AR,South,65+,85+,White,Female,Highly Likely,28463
FFS,AR,South,65+,85+,Black,Male,Highly Likely,986
FFS,AR,South,65+,85+,Black,Female,Highly Likely,2300
FFS,AR,South,65+,85+,Hispanic,Male,Highly Likely,
FFS,AR,South,65+,85+,Hispanic,Female,Highly Likely,
FFS,AR,South,65+,85+,Asian,Male,Highly Likely,89
FFS,AR,South,65+,85+,Asian,Female,Highly Likely,132
FFS,AR,South,65+,85+,Other,Male,Highly Likely,170
FFS,AR,South,65+,85+,Other,Female,Highly Likely,190
FFS,AR,South,65+,85+,AI/AN,Male,Highly Likely,
FFS,AR,South,65+,85+,AI/AN,Female,Highly Likely,
FFS,CA,West,0-64,<65,White,Male,Highly Likely,109273
FFS,CA,West,0-64,<65,White,Female,Highly Likely,95364
FFS,CA,West,0-64,<65,Black,Male,Highly Likely,29346
FFS,CA,West,0-64,<65,Black,Female,Highly Likely,26715
FFS,CA,West,0-64,<65,Hispanic,Male,Highly Likely,2351
FFS,CA,West,0-64,<65,Hispanic,Female,Highly Likely,1700
FFS,CA,West,0-64,<65,Asian,Male,Highly Likely,16441
FFS,CA,West,0-64,<65,Asian,Female,Highly Likely,13878
FFS,CA,West,0-64,<65,Other,Male,Highly Likely,68247
FFS,CA,West,0-64,<65,Other,Female,Highly Likely,52710
FFS,CA,West,0-64,<65,AI/AN,Male,Highly Likely,2172
FFS,CA,West,0-64,<65,AI/AN,Female,Highly Likely,1961
FFS,CA,West,65+,65-69,White,Male,Highly Likely,248601
FFS,CA,West,65+,65-69,White,Female,Highly Likely,254641
FFS,CA,West,65+,65-69,Black,Male,Highly Likely,24809
FFS,CA,West,65+,65-69,Black,Female,Highly Likely,23210
FFS,CA,West,65+,65-69,Hispanic,Male,Highly Likely,8702
FFS,CA,West,65+,65-69,Hispanic,Female,Highly Likely,7791
FFS,CA,West,65+,65-69,Asian,Male,Highly Likely,47716
FFS,CA,West,65+,65-69,Asian,Female,Highly Likely,58291
FFS,CA,West,65+,65-69,Other,Male,Highly Likely,89859
FFS,CA,West,65+,65-69,Other,Female,Highly Likely,87033
FFS,CA,West,65+,65-69,AI/AN,Male,Highly Likely,1144
FFS,CA,West,65+,65-69,AI/AN,Female,Highly Likely,1442
FFS,CA,West,65+,70-74,White,Male,Highly Likely,241938
FFS,CA,West,65+,70-74,White,Female,Highly Likely,252618
FFS,CA,West,65+,70-74,Black,Male,Highly Likely,18348
FFS,CA,West,65+,70-74,Black,Female,Highly Likely,17100
FFS,CA,West,65+,70-74,Hispanic,Male,Highly Likely,7634
FFS,CA,West,65+,70-74,Hispanic,Female,Highly Likely,7871
FFS,CA,West,65+,70-74,Asian,Male,Highly Likely,39740
FFS,CA,West,65+,70-74,Asian,Female,Highly Likely,50006
FFS,CA,West,65+,70-74,Other,Male,Highly Likely,64221
FFS,CA,West,65+,70-74,Other,Female,Highly Likely,64195
FFS,CA,West,65+,70-74,AI/AN,Male,Highly Likely,1397
FFS,CA,West,65+,70-74,AI/AN,Female,Highly Likely,1687
FFS,CA,West,65+,75-79,White,Male,Highly Likely,164156
FFS,CA,West,65+,75-79,White,Female,Highly Likely,178645
FFS,CA,West,65+,75-79,Black,Male,Highly Likely,10009
FFS,CA,West,65+,75-79,Black,Female,Highly Likely,10616
FFS,CA,West,65+,75-79,Hispanic,Male,Highly Likely,5102
FFS,CA,West,65+,75-79,Hispanic,Female,Highly Likely,5717
FFS,CA,West,65+,75-79,Asian,Male,Highly Likely,24904
FFS,CA,West,65+,75-79,Asian,Female,Highly Likely,32890
FFS,CA,West,65+,75-79,Other,Male,Highly Likely,37525
FFS,CA,West,65+,75-79,Other,Female,Highly Likely,41591
FFS,CA,West,65+,75-79,AI/AN,Male,Highly Likely,825
FFS,CA,West,65+,75-79,AI/AN,Female,Highly Likely,1097
FFS,CA,West,65+,80-84,White,Male,Highly Likely,101183
FFS,CA,West,65+,80-84,White,Female,Highly Likely,121341
FFS,CA,West,65+,80-84,Black,Male,Highly Likely,6130
FFS,CA,West,65+,80-84,Black,Female,Highly Likely,7648
FFS,CA,West,65+,80-84,Hispanic,Male,Highly Likely,3382
FFS,CA,West,65+,80-84,Hispanic,Female,Highly Likely,4177
FFS,CA,West,65+,80-84,Asian,Male,Highly Likely,18838
FFS,CA,West,65+,80-84,Asian,Female,Highly Likely,26368
FFS,CA,West,65+,80-84,Other,Male,Highly Likely,23943
FFS,CA,West,65+,80-84,Other,Female,Highly Likely,29360
FFS,CA,West,65+,80-84,AI/AN,Male,Highly Likely,500
FFS,CA,West,65+,80-84,AI/AN,Female,Highly Likely,844
FFS,CA,West,65+,85+,White,Male,Highly Likely,98980
FFS,CA,West,65+,85+,White,Female,Highly Likely,156560
FFS,CA,West,65+,85+,Black,Male,Highly Likely,5624
FFS,CA,West,65+,85+,Black,Female,Highly Likely,9334
FFS,CA,West,65+,85+,Hispanic,Male,Highly Likely,2608
FFS,CA,West,65+,85+,Hispanic,Female,Highly Likely,4741
FFS,CA,West,65+,85+,Asian,Male,Highly Likely,21475
FFS,CA,West,65+,85+,Asian,Female,Highly Likely,35716
FFS,CA,West,65+,85+,Other,Male,Highly Likely,23051
FFS,CA,West,65+,85+,Other,Female,Highly Likely,33075
FFS,CA,West,65+,85+,AI/AN,Male,Highly Likely,413
FFS,CA,West,65+,85+,AI/AN,Female,Highly Likely,843
FFS,CO,West,0-64,<65,White,Male,Highly Likely,22065
FFS,CO,West,0-64,<65,White,Female,Highly Likely,19349
FFS,CO,West,0-64,<65,Black,Male,Highly Likely,2599
FFS,CO,West,0-64,<65,Black,Female,Highly Likely,1862
FFS,CO,West,0-64,<65,Hispanic,Male,Highly Likely,215
FFS,CO,West,0-64,<65,Hispanic,Female,Highly Likely,158
FFS,CO,West,0-64,<65,Asian,Male,Highly Likely,500
FFS,CO,West,0-64,<65,Asian,Female,Highly Likely,544
FFS,CO,West,0-64,<65,Other,Male,Highly Likely,6081
FFS,CO,West,0-64,<65,Other,Female,Highly Likely,5244
FFS,CO,West,0-64,<65,AI/AN,Male,Highly Likely,306
FFS,CO,West,0-64,<65,AI/AN,Female,Highly Likely,270
FFS,CO,West,65+,65-69,White,Male,Highly Likely,60017
FFS,CO,West,65+,65-69,White,Female,Highly Likely,62877
FFS,CO,West,65+,65-69,Black,Male,Highly Likely,2348
FFS,CO,West,65+,65-69,Black,Female,Highly Likely,1824
FFS,CO,West,65+,65-69,Hispanic,Male,Highly Likely,377
FFS,CO,West,65+,65-69,Hispanic,Female,Highly Likely,532
FFS,CO,West,65+,65-69,Asian,Male,Highly Likely,964
FFS,CO,West,65+,65-69,Asian,Female,Highly Likely,1465
FFS,CO,West,65+,65-69,Other,Male,Highly Likely,6939
FFS,CO,West,65+,65-69,Other,Female,Highly Likely,6471
FFS,CO,West,65+,65-69,AI/AN,Male,Highly Likely,147
FFS,CO,West,65+,65-69,AI/AN,Female,Highly Likely,186
FFS,CO,West,65+,70-74,White,Male,Highly Likely,54329
FFS,CO,West,65+,70-74,White,Female,Highly Likely,55725
FFS,CO,West,65+,70-74,Black,Male,Highly Likely,1613
FFS,CO,West,65+,70-74,Black,Female,Highly Likely,1203
FFS,CO,West,65+,70-74,Hispanic,Male,Highly Likely,368
FFS,CO,West,65+,70-74,Hispanic,Female,Highly Likely,461
FFS,CO,West,65+,70-74,Asian,Male,Highly Likely,793
FFS,CO,West,65+,70-74,Asian,Female,Highly Likely,1156
FFS,CO,West,65+,70-74,Other,Male,Highly Likely,5572
FFS,CO,West,65+,70-74,Other,Female,Highly Likely,4948
FFS,CO,West,65+,70-74,AI/AN,Male,Highly Likely,158
FFS,CO,West,65+,70-74,AI/AN,Female,Highly Likely,177
FFS,CO,West,65+,75-79,White,Male,Highly Likely,32389
FFS,CO,West,65+,75-79,White,Female,Highly Likely,34108
FFS,CO,West,65+,75-79,Black,Male,Highly Likely,820
FFS,CO,West,65+,75-79,Black,Female,Highly Likely,771
FFS,CO,West,65+,75-79,Hispanic,Male,Highly Likely,337
FFS,CO,West,65+,75-79,Hispanic,Female,Highly Likely,357
FFS,CO,West,65+,75-79,Asian,Male,Highly Likely,447
FFS,CO,West,65+,75-79,Asian,Female,Highly Likely,602
FFS,CO,West,65+,75-79,Other,Male,Highly Likely,2922
FFS,CO,West,65+,75-79,Other,Female,Highly Likely,2770
FFS,CO,West,65+,75-79,AI/AN,Male,Highly Likely,92
FFS,CO,West,65+,75-79,AI/AN,Female,Highly Likely,125
FFS,CO,West,65+,80-84,White,Male,Highly Likely,18616
FFS,CO,West,65+,80-84,White,Female,Highly Likely,21532
FFS,CO,West,65+,80-84,Black,Male,Highly Likely,529
FFS,CO,West,65+,80-84,Black,Female,Highly Likely,591
FFS,CO,West,65+,80-84,Hispanic,Male,Highly Likely,156
FFS,CO,West,65+,80-84,Hispanic,Female,Highly Likely,173
FFS,CO,West,65+,80-84,Asian,Male,Highly Likely,238
FFS,CO,West,65+,80-84,Asian,Female,Highly Likely,362
FFS,CO,West,65+,80-84,Other,Male,Highly Likely,1747
FFS,CO,West,65+,80-84,Other,Female,Highly Likely,1767
FFS,CO,West,65+,80-84,AI/AN,Male,Highly Likely,
FFS,CO,West,65+,80-84,AI/AN,Female,Highly Likely,
FFS,CO,West,65+,85+,White,Male,Highly Likely,15940
FFS,CO,West,65+,85+,White,Female,Highly Likely,26089
FFS,CO,West,65+,85+,Black,Male,Highly Likely,503
FFS,CO,West,65+,85+,Black,Female,Highly Likely,653
FFS,CO,West,65+,85+,Hispanic,Male,Highly Likely,79
FFS,CO,West,65+,85+,Hispanic,Female,Highly Likely,216
FFS,CO,West,65+,85+,Asian,Male,Highly Likely,217
FFS,CO,West,65+,85+,Asian,Female,Highly Likely,431
FFS,CO,West,65+,85+,Other,Male,Highly Likely,1521
FFS,CO,West,65+,85+,Other,Female,Highly Likely,1968
FFS,CO,West,65+,85+,AI/AN,Male,Highly Likely,
