INSURANCE,State,Region,AGECAT2,Age,Race,Gender,DEMENTIACAT,Count
MA,CT,Northeast,65+,85+,White,Male,Highly Likely,11737
MA,CT,Northeast,65+,85+,White,Female,Highly Likely,21082
MA,CT,Northeast,65+,85+,Black,Male,Highly Likely,826
MA,CT,Northeast,65+,85+,Black,Female,Highly Likely,1685
MA,CT,Northeast,65+,85+,Hispanic,Male,Highly Likely,92
MA,CT,Northeast,65+,85+,Hispanic,Female,Highly Likely,115
MA,CT,Northeast,65+,85+,Asian,Male,Highly Likely,196
MA,CT,Northeast,65+,85+,Asian,Female,Highly Likely,199
MA,CT,Northeast,65+,85+,Other,Male,Highly Likely,701
MA,CT,Northeast,65+,85+,Other,Female,Highly Likely,1026
MA,CT,Northeast,65+,85+,AI/AN,Male,Highly Likely,
MA,CT,Northeast,65+,85+,AI/AN,Female,Highly Likely,
MA,DE,South,0-64,<65,White,Male,Highly Likely,1548
MA,DE,South,0-64,<65,White,Female,Highly Likely,1730
MA,DE,South,0-64,<65,Black,Male,Highly Likely,999
MA,DE,South,0-64,<65,Black,Female,Highly Likely,1451
MA,DE,South,0-64,<65,Hispanic,Male,Highly Likely,18
MA,DE,South,0-64,<65,Hispanic,Female,Highly Likely,12
MA,DE,South,0-64,<65,Asian,Male,Highly Likely,16
MA,DE,South,0-64,<65,Asian,Female,Highly Likely,33
MA,DE,South,0-64,<65,Other,Male,Highly Likely,180
MA,DE,South,0-64,<65,Other,Female,Highly Likely,221
MA,DE,South,0-64,<65,AI/AN,Male,Highly Likely,
MA,DE,South,0-64,<65,AI/AN,Female,Highly Likely,
MA,DE,South,65+,65-69,White,Male,Highly Likely,2704
MA,DE,South,65+,65-69,White,Female,Highly Likely,3093
MA,DE,South,65+,65-69,Black,Male,Highly Likely,936
MA,DE,South,65+,65-69,Black,Female,Highly Likely,1577
MA,DE,South,65+,65-69,Hispanic,Male,Highly Likely,30
MA,DE,South,65+,65-69,Hispanic,Female,Highly Likely,31
MA,DE,South,65+,65-69,Asian,Male,Highly Likely,95
MA,DE,South,65+,65-69,Asian,Female,Highly Likely,118
MA,DE,South,65+,65-69,Other,Male,Highly Likely,161
MA,DE,South,65+,65-69,Other,Female,Highly Likely,196
MA,DE,South,65+,65-69,AI/AN,Male,Highly Likely,
MA,DE,South,65+,65-69,AI/AN,Female,Highly Likely,
MA,DE,South,65+,70-74,White,Male,Highly Likely,2878
MA,DE,South,65+,70-74,White,Female,Highly Likely,3502
MA,DE,South,65+,70-74,Black,Male,Highly Likely,957
MA,DE,South,65+,70-74,Black,Female,Highly Likely,1462
MA,DE,South,65+,70-74,Hispanic,Male,Highly Likely,35
MA,DE,South,65+,70-74,Hispanic,Female,Highly Likely,34
MA,DE,South,65+,70-74,Asian,Male,Highly Likely,101
MA,DE,South,65+,70-74,Asian,Female,Highly Likely,114
MA,DE,South,65+,70-74,Other,Male,Highly Likely,180
MA,DE,South,65+,70-74,Other,Female,Highly Likely,199
MA,DE,South,65+,70-74,AI/AN,Male,Highly Likely,
MA,DE,South,65+,70-74,AI/AN,Female,Highly Likely,
MA,DE,South,65+,75-79,White,Male,Highly Likely,2323
MA,DE,South,65+,75-79,White,Female,Highly Likely,2481
MA,DE,South,65+,75-79,Black,Male,Highly Likely,659
MA,DE,South,65+,75-79,Black,Female,Highly Likely,928
MA,DE,South,65+,75-79,Hispanic,Male,Highly Likely,29
MA,DE,South,65+,75-79,Hispanic,Female,Highly Likely,23
MA,DE,South,65+,75-79,Asian,Male,Highly Likely,77
MA,DE,South,65+,75-79,Asian,Female,Highly Likely,70
MA,DE,South,65+,75-79,Other,Male,Highly Likely,103
MA,DE,South,65+,75-79,Other,Female,Highly Likely,121
MA,DE,South,65+,75-79,AI/AN,Male,Highly Likely,
MA,DE,South,65+,75-79,AI/AN,Female,Highly Likely,
MA,DE,South,65+,80-84,White,Male,Highly Likely,1312
MA,DE,South,65+,80-84,White,Female,Highly Likely,1612
MA,DE,South,65+,80-84,Black,Male,Highly Likely,351
MA,DE,South,65+,80-84,Black,Female,Highly Likely,554
MA,DE,South,65+,80-84,Hispanic,Male,Highly Likely,
MA,DE,South,65+,80-84,Hispanic,Female,Highly Likely,
MA,DE,South,65+,80-84,Asian,Male,Highly Likely,35
MA,DE,South,65+,80-84,Asian,Female,Highly Likely,22
MA,DE,South,65+,80-84,Other,Male,Highly Likely,44
MA,DE,South,65+,80-84,Other,Female,Highly Likely,62
MA,DE,South,65+,80-84,AI/AN,Male,Highly Likely,
MA,DE,South,65+,80-84,AI/AN,Female,Highly Likely,
MA,DE,South,65+,85+,White,Male,Highly Likely,1125
MA,DE,South,65+,85+,White,Female,Highly Likely,1762
MA,DE,South,65+,85+,Black,Male,Highly Likely,216
MA,DE,South,65+,85+,Black,Female,Highly Likely,463
MA,DE,South,65+,85+,Hispanic,Male,Highly Likely,
MA,DE,South,65+,85+,Hispanic,Female,Highly Likely,
MA,DE,South,65+,85+,Asian,Male,Highly Likely,22
MA,DE,South,65+,85+,Asian,Female,Highly Likely,31
MA,DE,South,65+,85+,Other,Male,Highly Likely,36
MA,DE,South,65+,85+,Other,Female,Highly Likely,69
MA,DE,South,65+,85+,AI/AN,Male,Highly Likely,
MA,DE,South,65+,85+,AI/AN,Female,Highly Likely,
MA,DC,South,0-64,<65,White,Male,Highly Likely,55
MA,DC,South,0-64,<65,White,Female,Highly Likely,93
MA,DC,South,0-64,<65,Black,Male,Highly Likely,1310
MA,DC,South,0-64,<65,Black,Female,Highly Likely,1788
MA,DC,South,0-64,<65,Hispanic,Male,Highly Likely,
MA,DC,South,0-64,<65,Hispanic,Female,Highly Likely,
MA,DC,South,0-64,<65,Asian,Male,Highly Likely,
MA,DC,South,0-64,<65,Asian,Female,Highly Likely,
MA,DC,South,0-64,<65,Other,Male,Highly Likely,54
MA,DC,South,0-64,<65,Other,Female,Highly Likely,41
MA,DC,South,0-64,<65,AI/AN,Male,Highly Likely,
MA,DC,South,0-64,<65,AI/AN,Female,Highly Likely,
MA,DC,South,65+,65-69,White,Male,Highly Likely,232
MA,DC,South,65+,65-69,White,Female,Highly Likely,243
MA,DC,South,65+,65-69,Black,Male,Highly Likely,1438
MA,DC,South,65+,65-69,Black,Female,Highly Likely,1991
MA,DC,South,65+,65-69,Hispanic,Male,Highly Likely,
MA,DC,South,65+,65-69,Hispanic,Female,Highly Likely,
MA,DC,South,65+,65-69,Asian,Male,Highly Likely,13
MA,DC,South,65+,65-69,Asian,Female,Highly Likely,39
MA,DC,South,65+,65-69,Other,Male,Highly Likely,76
MA,DC,South,65+,65-69,Other,Female,Highly Likely,127
MA,DC,South,65+,65-69,AI/AN,Male,Highly Likely,
MA,DC,South,65+,65-69,AI/AN,Female,Highly Likely,
MA,DC,South,65+,70-74,White,Male,Highly Likely,319
MA,DC,South,65+,70-74,White,Female,Highly Likely,432
MA,DC,South,65+,70-74,Black,Male,Highly Likely,1467
MA,DC,South,65+,70-74,Black,Female,Highly Likely,2344
MA,DC,South,65+,70-74,Hispanic,Male,Highly Likely,14
MA,DC,South,65+,70-74,Hispanic,Female,Highly Likely,20
MA,DC,South,65+,70-74,Asian,Male,Highly Likely,23
MA,DC,South,65+,70-74,Asian,Female,Highly Likely,49
MA,DC,South,65+,70-74,Other,Male,Highly Likely,98
MA,DC,South,65+,70-74,Other,Female,Highly Likely,149
MA,DC,South,65+,70-74,AI/AN,Male,Highly Likely,
MA,DC,South,65+,70-74,AI/AN,Female,Highly Likely,
MA,DC,South,65+,75-79,White,Male,Highly Likely,265
MA,DC,South,65+,75-79,White,Female,Highly Likely,344
MA,DC,South,65+,75-79,Black,Male,Highly Likely,906
MA,DC,South,65+,75-79,Black,Female,Highly Likely,1566
MA,DC,South,65+,75-79,Hispanic,Male,Highly Likely,15
MA,DC,South,65+,75-79,Hispanic,Female,Highly Likely,20
MA,DC,South,65+,75-79,Asian,Male,Highly Likely,24
MA,DC,South,65+,75-79,Asian,Female,Highly Likely,23
MA,DC,South,65+,75-79,Other,Male,Highly Likely,71
MA,DC,South,65+,75-79,Other,Female,Highly Likely,101
MA,DC,South,65+,75-79,AI/AN,Male,Highly Likely,
MA,DC,South,65+,75-79,AI/AN,Female,Highly Likely,
MA,DC,South,65+,80-84,White,Male,Highly Likely,173
MA,DC,South,65+,80-84,White,Female,Highly Likely,162
MA,DC,South,65+,80-84,Black,Male,Highly Likely,576
MA,DC,South,65+,80-84,Black,Female,Highly Likely,1112
MA,DC,South,65+,80-84,Hispanic,Male,Highly Likely,
MA,DC,South,65+,80-84,Hispanic,Female,Highly Likely,
MA,DC,South,65+,80-84,Asian,Male,Highly Likely,13
MA,DC,South,65+,80-84,Asian,Female,Highly Likely,22
MA,DC,South,65+,80-84,Other,Male,Highly Likely,33
MA,DC,South,65+,80-84,Other,Female,Highly Likely,65
MA,DC,South,65+,80-84,AI/AN,Male,Highly Likely,
MA,DC,South,65+,80-84,AI/AN,Female,Highly Likely,
MA,DC,South,65+,85+,White,Male,Highly Likely,102
MA,DC,South,65+,85+,White,Female,Highly Likely,206
MA,DC,South,65+,85+,Black,Male,Highly Likely,419
MA,DC,South,65+,85+,Black,Female,Highly Likely,1098
MA,DC,South,65+,85+,Hispanic,Male,Highly Likely,
MA,DC,South,65+,85+,Hispanic,Female,Highly Likely,
MA,DC,South,65+,85+,Asian,Male,Highly Likely,
MA,DC,South,65+,85+,Asian,Female,Highly Likely,
MA,DC,South,65+,85+,Other,Male,Highly Likely,28
MA,DC,South,65+,85+,Other,Female,Highly Likely,56
MA,DC,South,65+,85+,AI/AN,Male,Highly Likely,
MA,DC,South,65+,85+,AI/AN,Female,Highly Likely,
MA,FL,South,0-64,<65,White,Male,Highly Likely,71806
MA,FL,South,0-64,<65,White,Female,Highly Likely,77176
MA,FL,South,0-64,<65,Black,Male,Highly Likely,24350
MA,FL,South,0-64,<65,Black,Female,Highly Likely,30594
MA,FL,South,0-64,<65,Hispanic,Male,Highly Likely,721
MA,FL,South,0-64,<65,Hispanic,Female,Highly Likely,511
MA,FL,South,0-64,<65,Asian,Male,Highly Likely,1174
MA,FL,South,0-64,<65,Asian,Female,Highly Likely,1323
MA,FL,South,0-64,<65,Other,Male,Highly Likely,26821
MA,FL,South,0-64,<65,Other,Female,Highly Likely,28636
MA,FL,South,0-64,<65,AI/AN,Male,Highly Likely,192
MA,FL,South,0-64,<65,AI/AN,Female,Highly Likely,220
MA,FL,South,65+,65-69,White,Male,Highly Likely,131968
MA,FL,South,65+,65-69,White,Female,Highly Likely,157332
MA,FL,South,65+,65-69,Black,Male,Highly Likely,29334
MA,FL,South,65+,65-69,Black,Female,Highly Likely,39620
MA,FL,South,65+,65-69,Hispanic,Male,Highly Likely,1242
MA,FL,South,65+,65-69,Hispanic,Female,Highly Likely,1497
MA,FL,South,65+,65-69,Asian,Male,Highly Likely,4477
MA,FL,South,65+,65-69,Asian,Female,Highly Likely,5951
MA,FL,South,65+,65-69,Other,Male,Highly Likely,44171
MA,FL,South,65+,65-69,Other,Female,Highly Likely,59216
MA,FL,South,65+,65-69,AI/AN,Male,Highly Likely,154
MA,FL,South,65+,65-69,AI/AN,Female,Highly Likely,192
MA,FL,South,65+,70-74,White,Male,Highly Likely,157819
MA,FL,South,65+,70-74,White,Female,Highly Likely,193514
MA,FL,South,65+,70-74,Black,Male,Highly Likely,28602
MA,FL,South,65+,70-74,Black,Female,Highly Likely,39696
MA,FL,South,65+,70-74,Hispanic,Male,Highly Likely,2019
MA,FL,South,65+,70-74,Hispanic,Female,Highly Likely,2061
MA,FL,South,65+,70-74,Asian,Male,Highly Likely,5093
MA,FL,South,65+,70-74,Asian,Female,Highly Likely,6297
MA,FL,South,65+,70-74,Other,Male,Highly Likely,49071
MA,FL,South,65+,70-74,Other,Female,Highly Likely,66087
MA,FL,South,65+,70-74,AI/AN,Male,Highly Likely,139
MA,FL,South,65+,70-74,AI/AN,Female,Highly Likely,219
MA,FL,South,65+,75-79,White,Male,Highly Likely,123571
MA,FL,South,65+,75-79,White,Female,Highly Likely,142116
MA,FL,South,65+,75-79,Black,Male,Highly Likely,18914
MA,FL,South,65+,75-79,Black,Female,Highly Likely,26099
MA,FL,South,65+,75-79,Hispanic,Male,Highly Likely,2050
MA,FL,South,65+,75-79,Hispanic,Female,Highly Likely,1838
MA,FL,South,65+,75-79,Asian,Male,Highly Likely,3369
MA,FL,South,65+,75-79,Asian,Female,Highly Likely,3781
MA,FL,South,65+,75-79,Other,Male,Highly Likely,37516
MA,FL,South,65+,75-79,Other,Female,Highly Likely,50558
MA,FL,South,65+,75-79,AI/AN,Male,Highly Likely,86
MA,FL,South,65+,75-79,AI/AN,Female,Highly Likely,112
MA,FL,South,65+,80-84,White,Male,Highly Likely,73224
MA,FL,South,65+,80-84,White,Female,Highly Likely,87970
MA,FL,South,65+,80-84,Black,Male,Highly Likely,11537
MA,FL,South,65+,80-84,Black,Female,Highly Likely,16897
MA,FL,South,65+,80-84,Hispanic,Male,Highly Likely,1233
MA,FL,South,65+,80-84,Hispanic,Female,Highly Likely,1238
MA,FL,South,65+,80-84,Asian,Male,Highly Likely,2129
MA,FL,South,65+,80-84,Asian,Female,Highly Likely,2201
MA,FL,South,65+,80-84,Other,Male,Highly Likely,26670
MA,FL,South,65+,80-84,Other,Female,Highly Likely,37209
MA,FL,South,65+,80-84,AI/AN,Male,Highly Likely,63
MA,FL,South,65+,80-84,AI/AN,Female,Highly Likely,94
MA,FL,South,65+,85+,White,Male,Highly Likely,61023
MA,FL,South,65+,85+,White,Female,Highly Likely,89631
MA,FL,South,65+,85+,Black,Male,Highly Likely,8540
MA,FL,South,65+,85+,Black,Female,Highly Likely,16196
MA,FL,South,65+,85+,Hispanic,Male,Highly Likely,712
MA,FL,South,65+,85+,Hispanic,Female,Highly Likely,925
MA,FL,South,65+,85+,Asian,Male,Highly Likely,1390
MA,FL,South,65+,85+,Asian,Female,Highly Likely,1598
MA,FL,South,65+,85+,Other,Male,Highly Likely,22573
MA,FL,South,65+,85+,Other,Female,Highly Likely,37127
MA,FL,South,65+,85+,AI/AN,Male,Highly Likely,43
MA,FL,South,65+,85+,AI/AN,Female,Highly Likely,77
MA,GA,South,0-64,<65,White,Male,Highly Likely,25238
MA,GA,South,0-64,<65,White,Female,Highly Likely,29267
MA,GA,South,0-64,<65,Black,Male,Highly Likely,23533
MA,GA,South,0-64,<65,Black,Female,Highly Likely,34551
MA,GA,South,0-64,<65,Hispanic,Male,Highly Likely,135
MA,GA,South,0-64,<65,Hispanic,Female,Highly Likely,113
MA,GA,South,0-64,<65,Asian,Male,Highly Likely,401
MA,GA,South,0-64,<65,Asian,Female,Highly Likely,448
MA,GA,South,0-64,<65,Other,Male,Highly Likely,1152
MA,GA,South,0-64,<65,Other,Female,Highly Likely,1759
MA,GA,South,0-64,<65,AI/AN,Male,Highly Likely,58
MA,GA,South,0-64,<65,AI/AN,Female,Highly Likely,71
MA,GA,South,65+,65-69,White,Male,Highly Likely,40775
MA,GA,South,65+,65-69,White,Female,Highly Likely,53126
MA,GA,South,65+,65-69,Black,Male,Highly Likely,24505
MA,GA,South,65+,65-69,Black,Female,Highly Likely,39742
MA,GA,South,65+,65-69,Hispanic,Male,Highly Likely,315
MA,GA,South,65+,65-69,Hispanic,Female,Highly Likely,354
MA,GA,South,65+,65-69,Asian,Male,Highly Likely,2504
MA,GA,South,65+,65-69,Asian,Female,Highly Likely,3130
MA,GA,South,65+,65-69,Other,Male,Highly Likely,1860
MA,GA,South,65+,65-69,Other,Female,Highly Likely,2382
MA,GA,South,65+,65-69,AI/AN,Male,Highly Likely,28
MA,GA,South,65+,65-69,AI/AN,Female,Highly Likely,42
MA,GA,South,65+,70-74,White,Male,Highly Likely,50166
MA,GA,South,65+,70-74,White,Female,Highly Likely,65454
MA,GA,South,65+,70-74,Black,Male,Highly Likely,23948
MA,GA,South,65+,70-74,Black,Female,Highly Likely,39662
MA,GA,South,65+,70-74,Hispanic,Male,Highly Likely,447
MA,GA,South,65+,70-74,Hispanic,Female,Highly Likely,530
MA,GA,South,65+,70-74,Asian,Male,Highly Likely,2850
MA,GA,South,65+,70-74,Asian,Female,Highly Likely,3049
MA,GA,South,65+,70-74,Other,Male,Highly Likely,1760
MA,GA,South,65+,70-74,Other,Female,Highly Likely,2358
MA,GA,South,65+,70-74,AI/AN,Male,Highly Likely,28
MA,GA,South,65+,70-74,AI/AN,Female,Highly Likely,46
MA,GA,South,65+,75-79,White,Male,Highly Likely,36575
MA,GA,South,65+,75-79,White,Female,Highly Likely,46073
MA,GA,South,65+,75-79,Black,Male,Highly Likely,13903
MA,GA,South,65+,75-79,Black,Female,Highly Likely,23529
MA,GA,South,65+,75-79,Hispanic,Male,Highly Likely,435
MA,GA,South,65+,75-79,Hispanic,Female,Highly Likely,430
MA,GA,South,65+,75-79,Asian,Male,Highly Likely,1854
MA,GA,South,65+,75-79,Asian,Female,Highly Likely,1716
MA,GA,South,65+,75-79,Other,Male,Highly Likely,1172
MA,GA,South,65+,75-79,Other,Female,Highly Likely,1416
MA,GA,South,65+,75-79,AI/AN,Male,Highly Likely,14
MA,GA,South,65+,75-79,AI/AN,Female,Highly Likely,26
MA,GA,South,65+,80-84,White,Male,Highly Likely,20289
MA,GA,South,65+,80-84,White,Female,Highly Likely,27228
MA,GA,South,65+,80-84,Black,Male,Highly Likely,7597
MA,GA,South,65+,80-84,Black,Female,Highly Likely,13985
MA,GA,South,65+,80-84,Hispanic,Male,Highly Likely,282
MA,GA,South,65+,80-84,Hispanic,Female,Highly Likely,253
MA,GA,South,65+,80-84,Asian,Male,Highly Likely,1051
MA,GA,South,65+,80-84,Asian,Female,Highly Likely,829
MA,GA,South,65+,80-84,Other,Male,Highly Likely,685
MA,GA,South,65+,80-84,Other,Female,Highly Likely,872
MA,GA,South,65+,80-84,AI/AN,Male,Highly Likely,
MA,GA,South,65+,80-84,AI/AN,Female,Highly Likely,
MA,GA,South,65+,85+,White,Male,Highly Likely,14065
MA,GA,South,65+,85+,White,Female,Highly Likely,24484
MA,GA,South,65+,85+,Black,Male,Highly Likely,4377
MA,GA,South,65+,85+,Black,Female,Highly Likely,12609
MA,GA,South,65+,85+,Hispanic,Male,Highly Likely,113
MA,GA,South,65+,85+,Hispanic,Female,Highly Likely,132
MA,GA,South,65+,85+,Asian,Male,Highly Likely,487
MA,GA,South,65+,85+,Asian,Female,Highly Likely,427
MA,GA,South,65+,85+,Other,Male,Highly Likely,431
MA,GA,South,65+,85+,Other,Female,Highly Likely,581
MA,GA,South,65+,85+,AI/AN,Male,Highly Likely,
MA,GA,South,65+,85+,AI/AN,Female,Highly Likely,
MA,HI,West,0-64,<65,White,Male,Highly Likely,1552
MA,HI,West,0-64,<65,White,Female,Highly Likely,1432
MA,HI,West,0-64,<65,Black,Male,Highly Likely,154
MA,HI,West,0-64,<65,Black,Female,Highly Likely,111
MA,HI,West,0-64,<65,Hispanic,Male,Highly Likely,390
MA,HI,West,0-64,<65,Hispanic,Female,Highly Likely,253
MA,HI,West,0-64,<65,Asian,Male,Highly Likely,2372
MA,HI,West,0-64,<65,Asian,Female,Highly Likely,2163
MA,HI,West,0-64,<65,Other,Male,Highly Likely,542
MA,HI,West,0-64,<65,Other,Female,Highly Likely,521
MA,HI,West,0-64,<65,AI/AN,Male,Highly Likely,14
MA,HI,West,0-64,<65,AI/AN,Female,Highly Likely,15
MA,HI,West,65+,65-69,White,Male,Highly Likely,4098
MA,HI,West,65+,65-69,White,Female,Highly Likely,4328
MA,HI,West,65+,65-69,Black,Male,Highly Likely,156
MA,HI,West,65+,65-69,Black,Female,Highly Likely,112
MA,HI,West,65+,65-69,Hispanic,Male,Highly Likely,1228
MA,HI,West,65+,65-69,Hispanic,Female,Highly Likely,1297
MA,HI,West,65+,65-69,Asian,Male,Highly Likely,5021
MA,HI,West,65+,65-69,Asian,Female,Highly Likely,6629
MA,HI,West,65+,65-69,Other,Male,Highly Likely,814
MA,HI,West,65+,65-69,Other,Female,Highly Likely,961
MA,HI,West,65+,65-69,AI/AN,Male,Highly Likely,
MA,HI,West,65+,65-69,AI/AN,Female,Highly Likely,
MA,HI,West,65+,70-74,White,Male,Highly Likely,5277
MA,HI,West,65+,70-74,White,Female,Highly Likely,5442
MA,HI,West,65+,70-74,Black,Male,Highly Likely,159
MA,HI,West,65+,70-74,Black,Female,Highly Likely,121
MA,HI,West,65+,70-74,Hispanic,Male,Highly Likely,1613
MA,HI,West,65+,70-74,Hispanic,Female,Highly Likely,1955
MA,HI,West,65+,70-74,Asian,Male,Highly Likely,6639
MA,HI,West,65+,70-74,Asian,Female,Highly Likely,8904
MA,HI,West,65+,70-74,Other,Male,Highly Likely,1015
MA,HI,West,65+,70-74,Other,Female,Highly Likely,1421
MA,HI,West,65+,70-74,AI/AN,Male,Highly Likely,13
MA,HI,West,65+,70-74,AI/AN,Female,Highly Likely,21
MA,HI,West,65+,75-79,White,Male,Highly Likely,3523
MA,HI,West,65+,75-79,White,Female,Highly Likely,3676
MA,HI,West,65+,75-79,Black,Male,Highly Likely,82
MA,HI,West,65+,75-79,Black,Female,Highly Likely,81
MA,HI,West,65+,75-79,Hispanic,Male,Highly Likely,1465
MA,HI,West,65+,75-79,Hispanic,Female,Highly Likely,1687
MA,HI,West,65+,75-79,Asian,Male,Highly Likely,5288
MA,HI,West,65+,75-79,Asian,Female,Highly Likely,7082
MA,HI,West,65+,75-79,Other,Male,Highly Likely,826
MA,HI,West,65+,75-79,Other,Female,Highly Likely,1212
MA,HI,West,65+,75-79,AI/AN,Male,Highly Likely,
MA,HI,West,65+,75-79,AI/AN,Female,Highly Likely,
MA,HI,West,65+,80-84,White,Male,Highly Likely,1749
MA,HI,West,65+,80-84,White,Female,Highly Likely,2095
MA,HI,West,65+,80-84,Black,Male,Highly Likely,46
MA,HI,West,65+,80-84,Black,Female,Highly Likely,51
MA,HI,West,65+,80-84,Hispanic,Male,Highly Likely,875
MA,HI,West,65+,80-84,Hispanic,Female,Highly Likely,1248
MA,HI,West,65+,80-84,Asian,Male,Highly Likely,3626
MA,HI,West,65+,80-84,Asian,Female,Highly Likely,5314
MA,HI,West,65+,80-84,Other,Male,Highly Likely,536
MA,HI,West,65+,80-84,Other,Female,Highly Likely,807
MA,HI,West,65+,80-84,AI/AN,Male,Highly Likely,
MA,HI,West,65+,80-84,AI/AN,Female,Highly Likely,
MA,HI,West,65+,85+,White,Male,Highly Likely,1461
MA,HI,West,65+,85+,White,Female,Highly Likely,2218
MA,HI,West,65+,85+,Black,Male,Highly Likely,28
MA,HI,West,65+,85+,Black,Female,Highly Likely,54
MA,HI,West,65+,85+,Hispanic,Male,Highly Likely,685
MA,HI,West,65+,85+,Hispanic,Female,Highly Likely,1566
MA,HI,West,65+,85+,Asian,Male,Highly Likely,4440
MA,HI,West,65+,85+,Asian,Female,Highly Likely,9512
MA,HI,West,65+,85+,Other,Male,Highly Likely,387
MA,HI,West,65+,85+,Other,Female,Highly Likely,851
MA,HI,West,65+,85+,AI/AN,Male,Highly Likely,
MA,HI,West,65+,85+,AI/AN,Female,Highly Likely,
MA,ID,West,0-64,<65,White,Male,Highly Likely,5739
MA,ID,West,0-64,<65,White,Female,Highly Likely,6586
MA,ID,West,0-64,<65,Black,Male,Highly Likely,62
MA,ID,West,0-64,<65,Black,Female,Highly Likely,47
MA,ID,West,0-64,<65,Hispanic,Male,Highly Likely,26
MA,ID,West,0-64,<65,Hispanic,Female,Highly Likely,27
MA,ID,West,0-64,<65,Asian,Male,Highly Likely,52
MA,ID,West,0-64,<65,Asian,Female,Highly Likely,88
MA,ID,West,0-64,<65,Other,Male,Highly Likely,381
MA,ID,West,0-64,<65,Other,Female,Highly Likely,586
MA,ID,West,0-64,<65,AI/AN,Male,Highly Likely,61
MA,ID,West,0-64,<65,AI/AN,Female,Highly Likely,79
MA,ID,West,65+,65-69,White,Male,Highly Likely,11234
MA,ID,West,65+,65-69,White,Female,Highly Likely,14001
MA,ID,West,65+,65-69,Black,Male,Highly Likely,41
MA,ID,West,65+,65-69,Black,Female,Highly Likely,39
MA,ID,West,65+,65-69,Hispanic,Male,Highly Likely,53
MA,ID,West,65+,65-69,Hispanic,Female,Highly Likely,83
MA,ID,West,65+,65-69,Asian,Male,Highly Likely,119
MA,ID,West,65+,65-69,Asian,Female,Highly Likely,194
MA,ID,West,65+,65-69,Other,Male,Highly Likely,627
MA,ID,West,65+,65-69,Other,Female,Highly Likely,750
MA,ID,West,65+,65-69,AI/AN,Male,Highly Likely,31
MA,ID,West,65+,65-69,AI/AN,Female,Highly Likely,62
MA,ID,West,65+,70-74,White,Male,Highly Likely,13503
MA,ID,West,65+,70-74,White,Female,Highly Likely,17076
MA,ID,West,65+,70-74,Black,Male,Highly Likely,60
MA,ID,West,65+,70-74,Black,Female,Highly Likely,40
MA,ID,West,65+,70-74,Hispanic,Male,Highly Likely,74
MA,ID,West,65+,70-74,Hispanic,Female,Highly Likely,81
MA,ID,West,65+,70-74,Asian,Male,Highly Likely,111
MA,ID,West,65+,70-74,Asian,Female,Highly Likely,204
MA,ID,West,65+,70-74,Other,Male,Highly Likely,618
MA,ID,West,65+,70-74,Other,Female,Highly Likely,715
MA,ID,West,65+,70-74,AI/AN,Male,Highly Likely,40
MA,ID,West,65+,70-74,AI/AN,Female,Highly Likely,68
MA,ID,West,65+,75-79,White,Male,Highly Likely,10540
MA,ID,West,65+,75-79,White,Female,Highly Likely,12412
MA,ID,West,65+,75-79,Black,Male,Highly Likely,25
MA,ID,West,65+,75-79,Black,Female,Highly Likely,20
MA,ID,West,65+,75-79,Hispanic,Male,Highly Likely,98
MA,ID,West,65+,75-79,Hispanic,Female,Highly Likely,58
MA,ID,West,65+,75-79,Asian,Male,Highly Likely,82
MA,ID,West,65+,75-79,Asian,Female,Highly Likely,112
MA,ID,West,65+,75-79,Other,Male,Highly Likely,419
MA,ID,West,65+,75-79,Other,Female,Highly Likely,477
MA,ID,West,65+,75-79,AI/AN,Male,Highly Likely,25
MA,ID,West,65+,75-79,AI/AN,Female,Highly Likely,52
MA,ID,West,65+,80-84,White,Male,Highly Likely,6186
MA,ID,West,65+,80-84,White,Female,Highly Likely,7488
MA,ID,West,65+,80-84,Black,Male,Highly Likely,
MA,ID,West,65+,80-84,Black,Female,Highly Likely,
MA,ID,West,65+,80-84,Hispanic,Male,Highly Likely,42
MA,ID,West,65+,80-84,Hispanic,Female,Highly Likely,38
MA,ID,West,65+,80-84,Asian,Male,Highly Likely,32
MA,ID,West,65+,80-84,Asian,Female,Highly Likely,67
MA,ID,West,65+,80-84,Other,Male,Highly Likely,231
MA,ID,West,65+,80-84,Other,Female,Highly Likely,275
MA,ID,West,65+,80-84,AI/AN,Male,Highly Likely,
MA,ID,West,65+,80-84,AI/AN,Female,Highly Likely,
MA,ID,West,65+,85+,White,Male,Highly Likely,4708
MA,ID,West,65+,85+,White,Female,Highly Likely,7398
MA,ID,West,65+,85+,Black,Male,Highly Likely,
MA,ID,West,65+,85+,Black,Female,Highly Likely,
MA,ID,West,65+,85+,Hispanic,Male,Highly Likely,11
MA,ID,West,65+,85+,Hispanic,Female,Highly Likely,29
MA,ID,West,65+,85+,Asian,Male,Highly Likely,54
MA,ID,West,65+,85+,Asian,Female,Highly Likely,83
MA,ID,West,65+,85+,Other,Male,Highly Likely,159
MA,ID,West,65+,85+,Other,Female,Highly Likely,196
MA,ID,West,65+,85+,AI/AN,Male,Highly Likely,
MA,ID,West,65+,85+,AI/AN,Female,Highly Likely,
MA,IL,Midwest,0-64,<65,White,Male,Highly Likely,18818
MA,IL,Midwest,0-64,<65,White,Female,Highly Likely,19404
MA,IL,Midwest,0-64,<65,Black,Male,Highly Likely,11882
MA,IL,Midwest,0-64,<65,Black,Female,Highly Likely,14272
