ID,Name,State,2020 Mean,Rank,1901-2000 Mean
PA-089,Monroe County,Pennsylvania,49.04,71,47.93
PA-091,Montgomery County,Pennsylvania,51.61,108,44.82
PA-093,Montour County,Pennsylvania,38.37,37,41.15
PA-095,Northampton County,Pennsylvania,50.97,100,45.77
PA-097,Northumberland County,Pennsylvania,39.53,44,41.41
PA-099,Perry County,Pennsylvania,40.06,44,42.63
PA-101,Philadelphia County,Pennsylvania,51.18,113,44.15
PA-103,Pike County,Pennsylvania,43.98,61,44.3
PA-105,Potter County,Pennsylvania,39.88,59,40.07
PA-107,Schuylkill County,Pennsylvania,49.83,90,46.53
PA-109,Snyder County,Pennsylvania,40.77,52,42.44
PA-111,Somerset County,Pennsylvania,47.97,101,43.5
PA-113,Sullivan County,Pennsylvania,41.96,40,43.93
PA-115,Susquehanna County,Pennsylvania,42.53,76,40.75
PA-117,Tioga County,Pennsylvania,36.97,70,36.35
PA-119,Union County,Pennsylvania,38.82,41,41.36
PA-121,Venango County,Pennsylvania,44.85,88,42.13
PA-123,Warren County,Pennsylvania,44.19,73,43.6
PA-125,Washington County,Pennsylvania,40.75,80,39.23
PA-127,Wayne County,Pennsylvania,42.93,65,42.63
PA-129,Westmoreland County,Pennsylvania,45.69,88,42.31
PA-131,Wyoming County,Pennsylvania,41.01,69,40.56
PA-133,York County,Pennsylvania,42.82,75,41.42
RI-001,Bristol County,Rhode Island,44.13,57,44.74
RI-003,Kent County,Rhode Island,45.82,60,45.92
RI-005,Newport County,Rhode Island,41.34,41,43.2
RI-007,Providence County,Rhode Island,45.76,58,46.33
RI-009,Washington County,Rhode Island,43.23,56,43.84
SC-001,Abbeville County,South Carolina,63.71,125,47.9
SC-003,Aiken County,South Carolina,57.43,122,45.5
SC-005,Allendale County,South Carolina,54.05,109,46.35
SC-007,Anderson County,South Carolina,64.12,124,48.91
SC-009,Bamberg County,South Carolina,55.74,113,46.63
SC-011,Barnwell County,South Carolina,57.66,121,46.13
SC-013,Beaufort County,South Carolina,51.85,94,48.09
SC-015,Berkeley County,South Carolina,54.42,106,48.47
SC-017,Calhoun County,South Carolina,57.25,119,46.04
SC-019,Charleston County,South Carolina,55.41,110,48.4
SC-021,Cherokee County,South Carolina,62.2,124,48.92
SC-023,Chester County,South Carolina,57.1,122,46.08
SC-025,Chesterfield County,South Carolina,61.29,128,45.82
SC-027,Clarendon County,South Carolina,61.51,125,47.75
SC-029,Colleton County,South Carolina,54.24,107,47.67
SC-031,Darlington County,South Carolina,65.72,129,45.8
SC-033,Dillon County,South Carolina,66.78,130,45.79
SC-035,Dorchester County,South Carolina,53.28,102,47.72
SC-037,Edgefield County,South Carolina,55.97,121,45.77
SC-039,Fairfield County,South Carolina,51.63,113,45.5
SC-041,Florence County,South Carolina,66.02,129,47.06
SC-043,Georgetown County,South Carolina,65.19,126,49.5
SC-045,Greenville County,South Carolina,74.19,126,55.66
SC-047,Greenwood County,South Carolina,62.58,127,46.91
SC-049,Hampton County,South Carolina,52.57,99,47.08
SC-051,Horry County,South Carolina,66.08,129,48.83
SC-053,Jasper County,South Carolina,51.5,93,48.22
SC-055,Kershaw County,South Carolina,55.45,120,45.77
SC-057,Lancaster County,South Carolina,56.01,121,45.48
SC-059,Laurens County,South Carolina,60.73,125,47.87
SC-061,Lee County,South Carolina,63.67,127,46.27
SC-063,Lexington County,South Carolina,54.21,116,45.66
SC-065,McCormick County,South Carolina,60.17,125,46.61
SC-067,Marion County,South Carolina,70,130,47.29
SC-069,Marlboro County,South Carolina,61.43,127,45.87
SC-071,Newberry County,South Carolina,56.37,120,45.98
SC-073,Oconee County,South Carolina,81.9,128,60.86
SC-075,Orangeburg County,South Carolina,55.8,113,46.67
SC-077,Pickens County,South Carolina,75.75,124,58.82
SC-079,Richland County,South Carolina,53.25,115,45.29
SC-081,Saluda County,South Carolina,53.44,115,46.03
SC-083,Spartanburg County,South Carolina,65.67,124,51.25
SC-085,Sumter County,South Carolina,61.64,126,46.38
SC-087,Union County,South Carolina,58.97,123,47.98
SC-089,Williamsburg County,South Carolina,60.36,120,48.59
SC-091,York County,South Carolina,57.14,122,46.85
SD-003,Aurora County,South Dakota,18.12,32,21.41
SD-005,Beadle County,South Dakota,18.91,52,20.25
SD-007,Bennett County,South Dakota,14.08,16,18.32
SD-009,Bon Homme County,South Dakota,20.53,29,24.07
SD-011,Brookings County,South Dakota,20.26,29,23.09
SD-013,Brown County,South Dakota,17.37,27,20.13
SD-015,Brule County,South Dakota,18.72,49,20.1
SD-017,Buffalo County,South Dakota,18.62,65,18.86
SD-019,Butte County,South Dakota,12.71,33,15.51
SD-021,Campbell County,South Dakota,13.72,16,17.18
SD-023,Charles Mix County,South Dakota,21.53,52,22.42
SD-025,Clark County,South Dakota,20.35,48,21.81
SD-027,Clay County,South Dakota,16.29,4,25.42
SD-029,Codington County,South Dakota,20.25,33,22.87
SD-031,Corson County,South Dakota,14.61,30,16.88
SD-033,Custer County,South Dakota,14.19,23,17.82
SD-035,Davison County,South Dakota,18.24,26,21.74
SD-037,Day County,South Dakota,16.97,13,21.67
SD-039,Deuel County,South Dakota,20.07,25,23.84
SD-041,Dewey County,South Dakota,15.39,44,16.93
SD-043,Douglas County,South Dakota,20.49,44,22.36
SD-045,Edmunds County,South Dakota,14.39,14,18.94
SD-047,Fall River County,South Dakota,11.51,4,16.64
SD-049,Faulk County,South Dakota,16.35,33,18.88
SD-051,Grant County,South Dakota,18.04,14,23.26
SD-053,Gregory County,South Dakota,21.87,64,21.72
SD-055,Haakon County,South Dakota,15.77,53,17.04
SD-057,Hamlin County,South Dakota,22.03,57,22.65
SD-059,Hand County,South Dakota,18.58,57,19.33
SD-061,Hanson County,South Dakota,17.3,15,22.2
SD-063,Harding County,South Dakota,10.76,14,14.57
SD-065,Hughes County,South Dakota,15.72,48,17.18
SD-067,Hutchinson County,South Dakota,17.81,18,23.59
SD-069,Hyde County,South Dakota,17.64,58,18.1
SD-071,Jackson County,South Dakota,14.26,28,17.37
SD-073,Jerauld County,South Dakota,18.29,40,20.77
SD-075,Jones County,South Dakota,17.63,70,17.38
SD-077,Kingsbury County,South Dakota,21.91,59,22.28
SD-079,Lake County,South Dakota,17.56,9,23.64
SD-081,Lawrence County,South Dakota,19.11,24,23.92
SD-083,Lincoln County,South Dakota,17.36,7,25.65
SD-085,Lyman County,South Dakota,17.95,60,18.31
SD-087,McCook County,South Dakota,16.05,7,23.86
SD-089,McPherson County,South Dakota,16.1,26,18.75
SD-091,Marshall County,South Dakota,16.7,16,21.1
SD-093,Meade County,South Dakota,14.03,32,16.92
SD-095,Mellette County,South Dakota,16.69,51,18.27
SD-097,Miner County,South Dakota,17.81,19,22.04
SD-099,Minnehaha County,South Dakota,16.83,6,25.06
SD-101,Moody County,South Dakota,19.27,18,23.92
SD-102,Oglala Lakota County,South Dakota,13.1,13,17.24
SD-103,Pennington County,South Dakota,14.14,19,17.93
SD-105,Perkins County,South Dakota,13.15,32,15.82
SD-107,Potter County,South Dakota,15.21,32,17.68
SD-109,Roberts County,South Dakota,16.65,11,22.01
SD-111,Sanborn County,South Dakota,17.98,31,21.08
SD-115,Spink County,South Dakota,17.77,38,19.99
SD-117,Stanley County,South Dakota,16.32,64,16.61
SD-119,Sully County,South Dakota,15.74,49,16.7
SD-121,Todd County,South Dakota,17.49,44,19.47
SD-123,Tripp County,South Dakota,19.62,57,20.05
SD-125,Turner County,South Dakota,16.43,5,25.11
SD-127,Union County,South Dakota,17.19,5,25.97
SD-129,Walworth County,South Dakota,14.14,16,17.97
SD-135,Yankton County,South Dakota,17.68,13,24.74
SD-137,Ziebach County,South Dakota,15.46,54,16.29
TN-001,Anderson County,Tennessee,69.65,127,52.1
TN-003,Bedford County,Tennessee,66.92,123,53.12
TN-005,Benton County,Tennessee,58.58,104,50.88
TN-007,Bledsoe County,Tennessee,74.39,127,56.02
TN-009,Blount County,Tennessee,71.68,129,53.78
TN-011,Bradley County,Tennessee,74.38,130,52.38
TN-013,Campbell County,Tennessee,69.34,129,51.61
TN-015,Cannon County,Tennessee,68.91,126,54.1
TN-017,Carroll County,Tennessee,61.67,111,50.94
TN-019,Carter County,Tennessee,64.52,130,47.55
TN-021,Cheatham County,Tennessee,55.71,107,48.99
TN-023,Chester County,Tennessee,65.58,121,51.63
TN-025,Claiborne County,Tennessee,65.37,127,50.28
TN-027,Clay County,Tennessee,65.84,128,52.48
TN-029,Cocke County,Tennessee,64.82,129,47.86
TN-031,Coffee County,Tennessee,74.21,130,54.37
TN-033,Crockett County,Tennessee,57.69,99,50.14
TN-035,Cumberland County,Tennessee,73.17,128,55.02
TN-037,Davidson County,Tennessee,55.95,107,48.41
TN-039,Decatur County,Tennessee,66.16,121,52.23
TN-041,DeKalb County,Tennessee,63.86,119,53.24
TN-043,Dickson County,Tennessee,57.34,105,50.21
TN-045,Dyer County,Tennessee,53.05,89,48.49
TN-047,Fayette County,Tennessee,58.84,97,52.08
TN-049,Fentress County,Tennessee,69.07,127,53.06
TN-051,Franklin County,Tennessee,81.2,130,54.52
TN-053,Gibson County,Tennessee,59.83,111,50.35
TN-055,Giles County,Tennessee,70.2,126,54.03
TN-057,Grainger County,Tennessee,64.91,130,47.63
TN-059,Greene County,Tennessee,60.22,129,44.14
TN-061,Grundy County,Tennessee,83.72,130,56.87
TN-063,Hamblen County,Tennessee,62.55,130,45.31
TN-065,Hamilton County,Tennessee,71.52,124,54.57
TN-067,Hancock County,Tennessee,65.66,130,48.43
TN-069,Hardeman County,Tennessee,64.57,119,52.5
TN-071,Hardin County,Tennessee,74.12,129,52.24
TN-073,Hawkins County,Tennessee,62.75,130,45.88
TN-075,Haywood County,Tennessee,56.85,91,50.67
TN-077,Henderson County,Tennessee,64.25,120,51.55
TN-079,Henry County,Tennessee,57.4,103,50.19
TN-081,Hickman County,Tennessee,64.35,119,51.92
TN-083,Houston County,Tennessee,59.24,112,50.34
TN-085,Humphreys County,Tennessee,60.32,113,51.41
TN-087,Jackson County,Tennessee,63.93,121,53.29
TN-089,Jefferson County,Tennessee,64.7,130,45.83
TN-091,Johnson County,Tennessee,66.87,130,48.94
TN-093,Knox County,Tennessee,68.03,130,49.26
TN-095,Lake County,Tennessee,54.09,99,48.28
TN-097,Lauderdale County,Tennessee,51.27,77,49.31
TN-099,Lawrence County,Tennessee,71.45,127,54.41
TN-101,Lewis County,Tennessee,70.09,128,53.2
TN-103,Lincoln County,Tennessee,75.57,129,54.38
TN-105,Loudon County,Tennessee,69.6,129,51.65
TN-107,McMinn County,Tennessee,72.67,128,52.69
TN-109,McNairy County,Tennessee,71.27,127,52.16
TN-111,Macon County,Tennessee,62.88,119,52.7
TN-113,Madison County,Tennessee,60.03,103,51.24
TN-115,Marion County,Tennessee,81.89,130,56.73
TN-117,Marshall County,Tennessee,68.38,126,52.78
TN-119,Maury County,Tennessee,66.29,126,51.55
TN-121,Meigs County,Tennessee,71.09,127,53.63
TN-123,Monroe County,Tennessee,74,128,55.66
TN-125,Montgomery County,Tennessee,56.76,107,48.88
TN-127,Moore County,Tennessee,75.77,130,54.51
TN-129,Morgan County,Tennessee,69.73,126,53.02
TN-131,Obion County,Tennessee,59.65,114,49.61
TN-133,Overton County,Tennessee,68.65,128,53.59
TN-135,Perry County,Tennessee,65.48,117,52.81
TN-137,Pickett County,Tennessee,68.13,129,52.39
TN-139,Polk County,Tennessee,76.62,130,54.59
TN-141,Putnam County,Tennessee,67.1,121,54.54
TN-143,Rhea County,Tennessee,72.35,127,55.32
TN-145,Roane County,Tennessee,69.07,127,52.36
TN-147,Robertson County,Tennessee,58.35,113,48.95
TN-149,Rutherford County,Tennessee,65.89,123,51.06
TN-151,Scott County,Tennessee,67.72,127,52.6
TN-153,Sequatchie County,Tennessee,77.24,128,57.26
TN-155,Sevier County,Tennessee,73.2,129,54.47
TN-157,Shelby County,Tennessee,56.76,91,50.69
TN-159,Smith County,Tennessee,60.75,112,52.82
TN-161,Stewart County,Tennessee,57.71,102,49.79
TN-163,Sullivan County,Tennessee,59.39,129,43.89
TN-165,Sumner County,Tennessee,61.26,120,50.12
TN-167,Tipton County,Tennessee,54.37,82,50.12
TN-169,Trousdale County,Tennessee,60.75,116,51.83
TN-171,Unicoi County,Tennessee,65.17,130,48.73
TN-173,Union County,Tennessee,65.38,128,49.41
TN-175,Van Buren County,Tennessee,72.88,129,54.64
TN-177,Warren County,Tennessee,72.35,129,53.77
TN-179,Washington County,Tennessee,59.33,130,44.13
TN-181,Wayne County,Tennessee,73.04,128,54.02
TN-183,Weakley County,Tennessee,59.52,109,50.5
TN-185,White County,Tennessee,68.48,124,54.29
TN-187,Williamson County,Tennessee,57.14,105,50.04
TN-189,Wilson County,Tennessee,62.16,118,51.54
TX-001,Anderson County,Texas,52.3,113,41.56
TX-003,Andrews County,Texas,7.14,5,14.66
TX-005,Angelina County,Texas,48.61,68,48.6
TX-007,Aransas County,Texas,26.9,29,33.75
TX-009,Archer County,Texas,39.01,125,27.68
TX-011,Armstrong County,Texas,13.06,7,20.88
TX-013,Atascosa County,Texas,25.08,59,26.66
TX-015,Austin County,Texas,40.97,67,41.05
TX-017,Bailey County,Texas,8.31,3,17.43
TX-019,Bandera County,Texas,24.4,40,29.88
TX-021,Bastrop County,Texas,34.7,71,35.07
TX-023,Baylor County,Texas,31.2,104,25.55
TX-025,Bee County,Texas,27.44,52,30.18
TX-027,Bell County,Texas,34.3,75,33.01
TX-029,Bexar County,Texas,24.09,35,29.7
TX-031,Blanco County,Texas,31.3,71,31.06
TX-033,Borden County,Texas,14.09,23,18.84
TX-035,Bosque County,Texas,36.76,95,32.22
TX-037,Bowie County,Texas,63.72,123,47.7
TX-039,Brazoria County,Texas,50.15,84,45.37
TX-041,Brazos County,Texas,36.47,54,39.53
TX-043,Brewster County,Texas,6.09,5,13.08
TX-045,Briscoe County,Texas,14.37,14,20.89
TX-047,Brooks County,Texas,20.22,41,23.74
TX-049,Brown County,Texas,25.36,56,26.78
TX-051,Burleson County,Texas,34.49,46,37.59
TX-053,Burnet County,Texas,28.74,63,30.24
TX-055,Caldwell County,Texas,31.64,61,33.44
TX-057,Calhoun County,Texas,34.39,52,37.88
TX-059,Callahan County,Texas,28.42,87,25.81
TX-061,Cameron County,Texas,24.44,64,24.82
TX-063,Camp County,Texas,51.97,100,44.52
TX-065,Carson County,Texas,12.98,8,20.67
TX-067,Cass County,Texas,62.76,118,47.36
TX-069,Castro County,Texas,8.54,2,18.62
TX-071,Chambers County,Texas,54.64,84,49.61
TX-073,Cherokee County,Texas,53.02,110,44.48
TX-075,Childress County,Texas,18.92,35,22.57
TX-077,Clay County,Texas,42.24,123,30.04
TX-079,Cochran County,Texas,8.26,3,17.48
TX-081,Coke County,Texas,22,70,21.95
TX-083,Coleman County,Texas,22.19,43,25.9
TX-085,Collin County,Texas,45.91,107,38.03
TX-087,Collingsworth County,Texas,17.46,21,23.24
TX-089,Colorado County,Texas,40.35,69,40.47
TX-091,Comal County,Texas,29.83,57,32.54
TX-093,Comanche County,Texas,30.78,88,28.26
TX-095,Concho County,Texas,19.88,34,24.02
TX-097,Cooke County,Texas,45.24,111,35.59
TX-099,Coryell County,Texas,37.62,100,31.58
TX-101,Cottle County,Texas,19.16,39,22.4
TX-103,Crane County,Texas,6.84,8,13.12
TX-105,Crockett County,Texas,12.73,21,18.08
TX-107,Crosby County,Texas,12.96,10,20.31
TX-109,Culberson County,Texas,6.22,9,11.9
TX-111,Dallam County,Texas,10.83,11,16.61
TX-113,Dallas County,Texas,46.06,112,36.45
TX-115,Dawson County,Texas,10.53,10,17.4
TX-117,Deaf Smith County,Texas,9.41,2,18.31
TX-119,Delta County,Texas,52.22,110,43.1
TX-121,Denton County,Texas,46.93,117,34.94
TX-123,DeWitt County,Texas,31.26,55,34.6
TX-125,Dickens County,Texas,17.14,29,21.57
TX-127,Dimmit County,Texas,16.53,40,21.11
TX-129,Donley County,Texas,16.46,22,21.95
TX-131,Duval County,Texas,19.83,38,23.73
TX-133,Eastland County,Texas,31.54,92,27.58
TX-135,Ector County,Texas,6.39,6,13.8
TX-137,Edwards County,Texas,19.59,43,23.54
TX-139,Ellis County,Texas,47.35,119,36.47
TX-141,El Paso County,Texas,5.86,17,8.79
TX-143,Erath County,Texas,36.43,103,29.71
TX-145,Falls County,Texas,45.16,116,35.02
TX-147,Fannin County,Texas,49.76,112,41.14
TX-149,Fayette County,Texas,35.09,61,37.45
TX-151,Fisher County,Texas,23.16,76,21.95
TX-153,Floyd County,Texas,11.18,4,20.67
TX-155,Foard County,Texas,23.93,68,24.25
TX-157,Fort Bend County,Texas,48.62,84,44.15
TX-159,Franklin County,Texas,53.34,111,44.01
TX-161,Freestone County,Texas,47.24,105,39.03
TX-163,Frio County,Texas,22.2,61,24.18
TX-165,Gaines County,Texas,7.4,4,15.95
TX-167,Galveston County,Texas,53.24,92,47.17
TX-169,Garza County,Texas,15.47,31,19.51
TX-171,Gillespie County,Texas,26.81,54,29.05
TX-173,Glasscock County,Texas,11.71,16,17.72
TX-175,Goliad County,Texas,28.11,42,33.2
TX-177,Gonzales County,Texas,29.58,52,33.8
TX-179,Gray County,Texas,15.62,14,22.17
TX-181,Grayson County,Texas,49.56,117,38.25
TX-183,Gregg County,Texas,52.82,104,45.09
TX-185,Grimes County,Texas,41.93,68,41.87
TX-187,Guadalupe County,Texas,27.81,49,31.85
TX-189,Hale County,Texas,9.98,5,19.39
TX-191,Hall County,Texas,15.98,21,21.19
TX-193,Hamilton County,Texas,29.76,70,29.9
TX-195,Hansford County,Texas,15.61,28,19.06
TX-197,Hardeman County,Texas,24.42,72,24.46
TX-199,Hardin County,Texas,55.81,80,52.37
TX-201,Harris County,Texas,52.08,89,46.47
TX-203,Harrison County,Texas,58.9,114,47.15
TX-205,Hartley County,Texas,11.07,7,17.34
TX-207,Haskell County,Texas,28.2,96,24.08
TX-209,Hays County,Texas,33.05,72,33.01
TX-211,Hemphill County,Texas,19.01,33,22.51
TX-213,Henderson County,Texas,52.5,117,40.98
TX-215,Hidalgo County,Texas,25.31,94,22.77
TX-217,Hill County,Texas,43.44,112,34.83
TX-219,Hockley County,Texas,9.08,3,18.2
TX-221,Hood County,Texas,36.97,97,31.11
TX-223,Hopkins County,Texas,50.97,108,42.76
TX-225,Houston County,Texas,49.45,97,44.18
TX-227,Howard County,Texas,13.99,25,18.53
TX-229,Hudspeth County,Texas,6.12,11,10.3
TX-231,Hunt County,Texas,47.21,105,40.55
TX-233,Hutchinson County,Texas,12.43,8,19.42
TX-235,Irion County,Texas,16.82,45,19.97
TX-237,Jack County,Texas,42.41,124,30.02
TX-239,Jackson County,Texas,36.69,55,39.8
TX-241,Jasper County,Texas,55.15,73,54.1
TX-243,Jeff Davis County,Texas,7.91,7,14.76
TX-245,Jefferson County,Texas,55.59,76,52.3
TX-247,Jim Hogg County,Texas,18.75,44,21.84
TX-249,Jim Wells County,Texas,22.99,50,26.33
TX-251,Johnson County,Texas,37.23,89,33.52
TX-253,Jones County,Texas,27.39,99,23.51
TX-255,Karnes County,Texas,29.12,65,30.19
TX-257,Kaufman County,Texas,42.75,84,39.37
TX-259,Kendall County,Texas,29.5,65,31.24
TX-261,Kenedy County,Texas,22.49,48,25.56
TX-263,Kent County,Texas,18.54,50,20.77
TX-265,Kerr County,Texas,25.53,48,28.61
TX-267,Kimble County,Texas,23.19,48,25.72
TX-269,King County,Texas,20.29,47,22.62
TX-271,Kinney County,Texas,16.53,26,21.51
TX-273,Kleberg County,Texas,21.25,35,26.82
TX-275,Knox County,Texas,24.61,80,24.05
TX-277,Lamar County,Texas,59.7,122,44.29
TX-279,Lamb County,Texas,8.68,3,18.42
TX-281,Lampasas County,Texas,31.12,80,29.49
TX-283,La Salle County,Texas,21.61,67,22.15
TX-285,Lavaca County,Texas,35.21,60,37.68
TX-287,Lee County,Texas,33.84,54,36.23
TX-289,Leon County,Texas,46.74,97,40.68
TX-291,Liberty County,Texas,51.37,69,49.59
TX-293,Limestone County,Texas,47.75,115,37.34
TX-295,Lipscomb County,Texas,18.49,36,21.88
TX-297,Live Oak County,Texas,26.91,72,26.9
TX-299,Llano County,Texas,27.64,60,28.38
TX-301,Loving County,Texas,4.39,5,11.51
TX-303,Lubbock County,Texas,11.22,6,18.91
TX-305,Lynn County,Texas,11.81,12,18.54
TX-307,McCulloch County,Texas,21.17,32,25.64
TX-309,McLennan County,Texas,45.86,121,33.7
TX-311,McMullen County,Texas,24.4,77,23.88
TX-313,Madison County,Texas,44.5,81,41.37
TX-315,Marion County,Texas,60.81,117,47.04
TX-317,Martin County,Texas,10,14,16.62
TX-319,Mason County,Texas,23.98,41,26.7
TX-321,Matagorda County,Texas,40.75,60,42.28
TX-323,Maverick County,Texas,15.86,31,20.3
TX-325,Medina County,Texas,22.62,36,27.56
TX-327,Menard County,Texas,21.18,31,25.28
TX-329,Midland County,Texas,8.13,9,15.39
TX-331,Milam County,Texas,35.36,66,34.92
TX-333,Mills County,Texas,26.98,60,28.07
TX-335,Mitchell County,Texas,18.48,54,20.5
TX-337,Montague County,Texas,39.15,103,32.41
TX-339,Montgomery County,Texas,48.44,77,45.9
TX-341,Moore County,Texas,12.69,13,18.53
TX-343,Morris County,Texas,54.38,106,45.9
TX-345,Motley County,Texas,14.69,11,21.42
TX-347,Nacogdoches County,Texas,52.6,90,47.58
TX-349,Navarro County,Texas,48.78,118,37.62
TX-351,Newton County,Texas,60.02,87,55.41
TX-353,Nolan County,Texas,22.99,72,23.03
TX-355,Nueces County,Texas,25.59,51,28.7
TX-357,Ochiltree County,Texas,16.85,28,20.47
TX-359,Oldham County,Texas,10.65,5,17.72
TX-361,Orange County,Texas,58.15,80,54.9
TX-363,Palo Pinto County,Texas,34.11,93,29.4
TX-365,Panola County,Texas,58.98,111,47.66
TX-367,Parker County,Texas,35.8,92,31.79
TX-369,Parmer County,Texas,8.85,2,17.72
TX-371,Pecos County,Texas,8.94,18,13.41
TX-373,Polk County,Texas,49.3,70,49.74
TX-375,Potter County,Texas,11.64,7,18.98
TX-377,Presidio County,Texas,6.44,5,13.32
TX-379,Rains County,Texas,51.11,114,41.12
TX-381,Randall County,Texas,9.83,3,19.64
TX-383,Reagan County,Texas,12.27,22,17.47
TX-385,Real County,Texas,21.74,33,27.03
TX-387,Red River County,Texas,62.47,123,46.28
TX-389,Reeves County,Texas,5.5,8,11.48
TX-391,Refugio County,Texas,27.77,31,33.72
TX-393,Roberts County,Texas,15.47,15,20.96
TX-395,Robertson County,Texas,41.54,83,37.55
TX-397,Rockwall County,Texas,39.82,70,39.04
TX-399,Runnels County,Texas,21.22,47,23.78
TX-401,Rusk County,Texas,54.44,109,45.66
TX-403,Sabine County,Texas,65.48,115,52.03
TX-405,San Augustine County,Texas,58.12,97,50.65
TX-407,San Jacinto County,Texas,48.7,70,47.75
TX-409,San Patricio County,Texas,27.6,56,30.59
TX-411,San Saba County,Texas,26.43,59,27.62
TX-413,Schleicher County,Texas,18.42,42,22
TX-415,Scurry County,Texas,18.76,49,20.54
TX-417,Shackelford County,Texas,29.58,96,25.53
TX-419,Shelby County,Texas,63.91,115,49.12
TX-421,Sherman County,Texas,13.9,22,17.82
TX-423,Smith County,Texas,54.91,115,43.41
TX-425,Somervell County,Texas,38.6,108,31.24
TX-427,Starr County,Texas,23.1,92,20.14
TX-429,Stephens County,Texas,30.78,90,26.8
TX-431,Sterling County,Texas,16.58,38,20.09
TX-433,Stonewall County,Texas,25.22,86,22.29
TX-435,Sutton County,Texas,16.47,21,22.49
TX-437,Swisher County,Texas,10.82,4,19.86
TX-439,Tarrant County,Texas,38.8,98,33.51
TX-441,Taylor County,Texas,26.26,86,24.1
TX-443,Terrell County,Texas,8.28,14,13.61
TX-445,Terry County,Texas,8.38,3,17.41
TX-447,Throckmorton County,Texas,29.72,94,26.03
TX-449,Titus County,Texas,53,107,45.15
TX-451,Tom Green County,Texas,20.5,55,21.9
TX-453,Travis County,Texas,33.44,72,32.74
TX-455,Trinity County,Texas,47.6,72,46.78
TX-457,Tyler County,Texas,52.45,68,52.15
TX-459,Upshur County,Texas,53.33,105,44.5
TX-461,Upton County,Texas,8.79,11,15.02
TX-463,Uvalde County,Texas,17.92,18,25.43
TX-465,Val Verde County,Texas,14.67,38,18.02
TX-467,Van Zandt County,Texas,48.58,108,41.32
TX-469,Victoria County,Texas,32.06,43,36.59
TX-471,Walker County,Texas,45.64,76,43.91
TX-473,Waller County,Texas,44.26,75,42.17
TX-475,Ward County,Texas,5.52,10,11.56
TX-477,Washington County,Texas,37.17,57,39.02
TX-479,Webb County,Texas,18.16,53,20.57
TX-481,Wharton County,Texas,42.99,73,41.5
TX-483,Wheeler County,Texas,16.34,15,23.37
TX-485,Wichita County,Texas,38.42,125,28.16
TX-487,Wilbarger County,Texas,31.31,106,25.99
TX-489,Willacy County,Texas,26.08,71,25.03
TX-491,Williamson County,Texas,31.12,54,33.01
TX-493,Wilson County,Texas,27.44,58,29.84
TX-495,Winkler County,Texas,5.18,7,12.37
TX-497,Wise County,Texas,40.5,112,32.28
TX-499,Wood County,Texas,54.33,116,42.42
TX-501,Yoakum County,Texas,6.59,3,16.79
TX-503,Young County,Texas,35.61,112,27.7
TX-505,Zapata County,Texas,18.71,69,18.89
TX-507,Zavala County,Texas,16.24,29,22.17
UT-001,Beaver County,Utah,5.87,1,12.6
UT-003,Box Elder County,Utah,7.86,4,12.02
UT-005,Cache County,Utah,19.9,7,27.93
UT-007,Carbon County,Utah,7.57,1,14.74
UT-009,Daggett County,Utah,10.04,7,15.11
UT-011,Davis County,Utah,16.08,2,25.33
UT-013,Duchesne County,Utah,10.12,2,17.76
UT-015,Emery County,Utah,4.72,2,9.41
UT-017,Garfield County,Utah,6.35,2,13.04
UT-019,Grand County,Utah,6.38,3,11.92
UT-021,Iron County,Utah,7.19,2,14.58
UT-023,Juab County,Utah,4.53,1,11.72
UT-025,Kane County,Utah,5.1,2,12.17
UT-027,Millard County,Utah,3.95,1,9.87
UT-029,Morgan County,Utah,16.59,2,26.02
UT-031,Piute County,Utah,8.52,1,16.99
UT-033,Rich County,Utah,11.39,7,16.7
UT-035,Salt Lake County,Utah,13.26,1,22.1
UT-037,San Juan County,Utah,5.06,1,10.69
UT-039,Sanpete County,Utah,11.23,3,19.53
UT-041,Sevier County,Utah,8.9,1,16.33
UT-043,Summit County,Utah,17.44,3,26.88
UT-045,Tooele County,Utah,5.41,1,10.23
UT-047,Uintah County,Utah,7.41,6,12.19
UT-049,Utah County,Utah,10.51,1,19.06
UT-051,Wasatch County,Utah,14.9,2,25.07
UT-053,Washington County,Utah,8.33,4,15.14
UT-055,Wayne County,Utah,4.35,2,9.24
UT-057,Weber County,Utah,16.89,2,26.85
VT-001,Addison County,Vermont,36.19,43,38.27
VT-003,Bennington County,Vermont,45.16,57,45.65
VT-005,Caledonia County,Vermont,37.87,42,40.4
VT-007,Chittenden County,Vermont,35.29,32,38.32
VT-009,Essex County,Vermont,39.11,33,41.93
VT-011,Franklin County,Vermont,40.61,53,41.74
VT-013,Grand Isle County,Vermont,37.09,85,34.7
VT-015,Lamoille County,Vermont,41.9,47,43.59
VT-017,Orange County,Vermont,38.19,56,39.37
VT-019,Orleans County,Vermont,43.01,56,43.55
VT-021,Rutland County,Vermont,37.2,26,41.15
VT-023,Washington County,Vermont,40.23,60,40.49
VT-025,Windham County,Vermont,46.82,67,46.18
VT-027,Windsor County,Vermont,40.92,56,41.92
VA-001,Accomack County,Virginia,55.07,125,41.8
VA-003,Albemarle County,Virginia,57.24,124,42.49
VA-005,Alleghany County,Virginia,54.75,128,40.03
VA-007,Amelia County,Virginia,60.51,128,43.1
VA-009,Amherst County,Virginia,67.42,129,44.66
VA-011,Appomattox County,Virginia,72.23,130,42.07
